"전라북도","65~69세",106800,51870,54930,94.4,106269,51626,54643,94.5
"전라북도","70~74세",91573,42731,48842,87.5,91291,42617,48674,87.6
"전라북도","75~79세",74973,30672,44301,69.2,74864,30626,44238,69.2
"전라북도","80~84세",57322,20539,36783,55.8,57245,20521,36724,55.9
"전라북도","85세이상",45325,12256,33069,37.1,45292,12242,33050,37
"전라북도","85~89세",32039,9408,22631,41.6,32016,9396,22620,41.5
"전라북도","90~94세",10844,2423,8421,28.8,10836,2422,8414,28.8
"전라북도","95~99세",2118,383,1735,22.1,2117,382,1735,22
"전라북도","100세이상",324,42,282,14.9,323,42,281,14.9
"전라북도","15세미만",209198,107616,101582,105.9,208417,107195,101222,105.9
"전라북도","15~64세",1217575,633374,584201,108.4,1177022,611624,565398,108.2
"전라북도","65세이상",375993,158068,217925,72.5,374961,157632,217329,72.5
"전라북도","평균연령",45.1,43.4,46.8,-,45.3,43.6,47,-
"전라북도","중위연령",46.9,45.2,48.6,-,47.4,45.8,49.1,-
"전라남도","합계",1788807,903281,885526,102,1743571,875732,867839,100.9
"전라남도","0~4세",56489,28953,27536,105.1,56268,28846,27422,105.2
"전라남도","5~9세",75394,38270,37124,103.1,75225,38187,37038,103.1
"전라남도","10~14세",76877,39661,37216,106.6,76753,39611,37142,106.6
"전라남도","15~19세",82241,44067,38174,115.4,81864,43879,37985,115.5
"전라남도","20~24세",97640,57331,40309,142.2,92307,53942,38365,140.6
"전라남도","25~29세",96754,55301,41453,133.4,86664,48333,38331,126.1
"전라남도","30~34세",84693,45672,39021,117,75955,39947,36008,110.9
"전라남도","35~39세",106686,56818,49868,113.9,100239,52744,47495,111.1
